,ward,town_code,town_name,total_pop,pop_young,pop_working,pop_old,pc_young,pc_working,pc_old,gender_ratio,ageing_index,dependency_ratio,lat,lon
31,aoba,41010050001,五橋一丁目,1788,258,1180,350,14.429530201342283,65.99552572706935,19.57494407158837,78.8,135.65891472868216,371.864406779661,38.254768,140.880031
32,aoba,41010050002,五橋二丁目,2186,222,1510,454,10.155535224153706,69.07593778591034,20.768526989935957,89.59236773633998,204.5045045045045,468.70198675496687,38.251315999999996,140.879517
33,aoba,41010113000,芋沢,3122,225,1502,1395,7.206918641896221,48.110185778347216,44.68289557975657,95.73667711598746,620.0,1409.9800266311584,38.296405,140.77774399999998
34,aoba,41010038000,梅田町,1236,132,826,278,10.679611650485436,66.8284789644013,22.491909385113267,86.9894099848714,210.6060606060606,293.98062953995156,38.277923,140.880593
35,aoba,41010114000,大倉,672,37,357,278,5.5059523809523805,53.125,41.36904761904761,91.45299145299145,751.3513513513514,288.3641456582633,38.371907,140.658771
36,aoba,41010052000,大手町,912,95,587,230,10.416666666666668,64.3640350877193,25.219298245614034,86.88524590163934,242.10526315789474,246.1839863713799,38.256608,140.861528
37,aoba,41010003001,大町一丁目,94,1,73,20,1.0638297872340425,77.6595744680851,21.27659574468085,80.76923076923077,2000.0,21.36986301369863,38.259865999999995,140.869594
38,aoba,41010003002,大町二丁目,1734,120,1274,340,6.920415224913495,73.4717416378316,19.607843137254903,91.8141592920354,283.33333333333337,349.4191522762951,38.260228999999995,140.865875
39,aoba,41010101000,霊屋下,1421,163,916,342,11.47079521463758,64.46164672765659,24.06755805770584,90.73825503355705,209.8159509202454,359.7947598253275,38.252388,140.866569
40,aoba,41010017004,小田原四丁目,1393,226,924,243,16.223977027997126,66.33165829145729,17.444364680545586,92.66943291839557,107.52212389380531,267.45887445887445,38.268229,140.890355
41,aoba,41010017005,小田原五丁目,1109,92,776,241,8.29576194770063,69.97294860234446,21.731289449954915,90.87779690189329,261.95652173913044,252.8556701030928,38.268042,140.88693500000002
42,aoba,41010017006,小田原六丁目,1286,109,873,304,8.475894245723174,67.88491446345256,23.63919129082426,92.2272047832586,278.89908256880733,316.48568155784653,38.271782,140.88669099999998
43,aoba,41010017007,小田原七丁目,916,103,654,159,11.244541484716157,71.39737991266377,17.358078602620086,99.56427015250546,154.36893203883494,174.74923547400613,38.271294,140.889386
44,aoba,41010017008,小田原八丁目,1896,147,1370,379,7.753164556962025,72.25738396624473,19.98945147679325,108.35164835164835,257.82312925170066,389.7299270072993,38.270719,140.892504
45,aoba,41010072001,落合一丁目,967,150,607,210,15.511892450879008,62.771458117890376,21.71664943123061,96.14604462474645,140.0,234.71169686985172,38.270886,140.794164
46,aoba,41010072002,落合二丁目,1110,187,813,110,16.846846846846848,73.24324324324324,9.90990990990991,122.89156626506023,58.82352941176471,133.0012300123001,38.272597999999995,140.79357199999998
47,aoba,41010072003,落合三丁目,659,87,371,201,13.201820940819422,56.297420333839156,30.500758725341427,95.54896142433235,231.0344827586207,224.4501347708895,38.276059000000004,140.780599
48,aoba,41010072004,落合四丁目,1042,147,638,257,14.107485604606525,61.228406909788866,24.664107485604607,68.6084142394822,174.8299319727891,280.0407523510972,38.274735,140.785295
49,aoba,41010072005,落合五丁目,1597,233,1056,308,14.58985597996243,66.12398246712587,19.28616155291171,93.57575757575758,132.18884120171674,330.06439393939394,38.271562,140.787746
50,aoba,41010072006,落合六丁目,1091,229,779,83,20.989917506874427,71.40238313473877,7.6076993583868004,103.1657355679702,36.24454148471616,112.39666238767651,38.270458000000005,140.783808
51,aoba,41010032001,折立一丁目,430,44,265,121,10.232558139534884,61.627906976744185,28.13953488372093,126.3157894736842,275.0,137.60377358490567,38.264807,140.811667
52,aoba,41010032002,折立二丁目,312,28,234,50,8.974358974358974,75.0,16.025641025641026,101.29032258064517,178.57142857142858,61.965811965811966,38.267741,140.806135
53,aoba,41010032003,折立三丁目,520,85,321,114,16.346153846153847,61.73076923076923,21.923076923076923,87.72563176895306,134.1176470588235,140.4797507788162,38.265260999999995,140.806362
54,aoba,41010032004,折立四丁目,440,51,226,163,11.59090909090909,51.36363636363637,37.04545454545455,100.91324200913243,319.6078431372549,185.56637168141592,38.261765000000004,140.80729399999998
